P (kPa);T (K);cp (kJ/kg K);Pr; K  (W/m K);Mμ;Viscosidade cinemática ν (cSt)
2240;540.8;2.7839128494;0.003520155793308940;0.07957154511968930;0.0001006153032415410;0.1617583704184480
2240;545.1;2.8133325173;0.003505981663295050;0.07811723154692670;0.0000973498794438982;0.1580031440094080
2240;549.4;2.8441336261;0.003494016113458880;0.07662832122548390;0.0000941378374965081;0.1543012282988940
2240;553.7;2.8766201984;0.003484519157216200;0.07510179700041040;0.0000909726110303587;0.1506445644275930
2240;558;2.9111837673;0.003477825782694330;0.07353423682649300;0.0000878471732410034;0.1470243715250080
2240;562.3;2.947990802;0.003473964670282260;0.07192173347546280;0.0000847538469076182;0.1434308470969200
2240;566.6;2.9877345317;0.003473538263931250;0.07025979283104580;0.0000816839904044911;0.1398526478926480
2240;570.9;3.0309566229;0.003476890048765050;0.06854320339899290;0.0000786277111345313;0.1362763967722160
2240;575.2;3.0785432396;0.003484646507212850;0.06676586647364920;0.0000755732258084296;0.1326855503019230
2240;579.5;3.1317722268;0.003497695507296470;0.06492057152164430;0.0000725060364861628;0.1290588675091000
2240;583.8;3.1922960156;0.003517045255484150;0.06299869366903360;0.0000694074909044242;0.1253676523101610
2240;588.1;3.2623818483;0.003543873352029600;0.06098977775447800;0.0000662522225102615;0.1215706909442850
2240;592.4;3.3463033813;0.003580576802494790;0.05888095261618240;0.0000630031856125221;0.1176041578767380
2240;596.7;3.4501058308;0.003629403203395530;0.05665608310854760;0.0000596004237589599;0.1133583395717930
2240;601;3.5850527151;0.003693031397768120;0.05429450153470860;0.0000559298048946116;0.1086121100707940
2240;605.3;3.7740878178;0.003768678235295430;0.05176903390733910;0.0000516948308489991;0.1027640593867900
2560;298;1.6317951935;0.009285991360863350;0.14128216897350900;0.0008039887638806720;0.9337091648259190
2560;302.5;1.651698542;0.008932271873541310;0.14021876050087600;0.0007582933923468270;0.8844344774862200
2560;307;1.6714934849;0.008604792129439540;0.13915899631072100;0.0007163858232447210;0.8391822191876110
2560;311.5;1.6913745114;0.008301844305159510;0.13810250912420100;0.0006778543256689480;0.7975191152549800
2560;316;1.711304236;0.008020809097809620;0.13704893910257400;0.0006423424628172970;0.7590698579263440
2560;320.5;1.731041507;0.007758491791155010;0.13599793297043900;0.0006095398881532260;0.7235074235417080
2560;325;1.7509547836;0.007514725764689710;0.13494914317323500;0.0005791730389910710;0.6905430163874340
2560;329.5;1.7707248751;0.007286486341950960;0.13390222706382100;0.0005510041465992500;0.6599257084981140
2560;334;1.7905871619;0.007073313428999430;0.13285684611327300;0.0005248212059839280;0.6314311993001530
2560;338.5;1.8103553582;0.006873182788855160;0.13181266514127200;0.0005004390642435320;0.6048637110788750
2560;343;1.8301702629;0.006685491778638380;0.13076935156158800;0.0004776918533230120;0.5800474316946720
2560;347.5;1.8499184305;0.006508801697896990;0.12972657463835000;0.0004564333947638110;0.5568274484393130
2560;352;1.8696525911;0.006342399892749510;0.12868400474882300;0.0004365331943528590;0.5350653067226390
2560;356.5;1.8894388775;0.006185675901952410;0.12764131264849900;0.0004178742171292740;0.5146366390025400
2560;361;1.9093108009;0.006037979006416710;0.12659816873423500;0.0004003523599693520;0.4954308296221360
2560;365.5;1.9289858129;0.005897745986603180;0.12555424230119200;0.0003838737556630350;0.4773479765384160
2560;370;1.9487748598;0.005765354293724710;0.12450920078914400;0.0003683543287546010;0.4602985808119720
2560;374.5;1.9685937571;0.005639977499728110;0.12346270901363700;0.0003537179259949240;0.4442014394690240
2560;379;1.9883791504;0.005520933204387520;0.12241442837723100;0.0003398958806173670;0.4289832874091930
2560;383.5;2.0081990919;0.005407958771042650;0.12136401605580100;0.0003268259595265330;0.4145776478436570
2560;388;2.0280502983;0.005300628116356850;0.12031112415454600;0.0003144520271140570;0.4009245633672120
2560;392.5;2.0478304194;0.005198300081950690;0.11925539882795100;0.0003027229909426050;0.3879694002937670
