P (kPa);T (K);cp (kJ/kg K);Pr;Condutividade térmica (W/m K);Viscosidade absoluta μ(cP);Viscosidade cinemática ν (cSt);;;Nome no Hysys: 13-ClHexaFC3
10;611;0.98564485070252300000;0.0008668695345495560;0.025080921828710400;0.00002205854067642250;50.695984077062300;;;
10;617;0.98849773375925700000;0.0008695061328293420;0.025370307380562200;0.00002231632618445320;51.793086014246000;;;
10;623;0.99128677373718600000;0.0008721340126279230;0.025658422314148800;0.00002257427759897990;52.902217222642300;;;
10;629;0.99401348712998300000;0.0008747522417327940;0.025945263531941500;0.00002283236367591270;54.023314989880000;;;
10;635;0.99667930954223800000;0.0008773603363626090;0.026230829212118800;0.00002309056576200490;55.156343855339200;;;
10;641;0.99928567615879000000;0.0008799574849330810;0.026515118749214300;0.00002334885585166040;56.301244121922000;;;
10;647;1.00183400811508000000;0.0008825429415228420;0.026798132696069900;0.00002360720704760930;57.457956259215800;;;
10;653;1.00432569763130000000;0.0008851160455868720;0.027079872707095700;0.00002386559449990260;58.626423335529900;;;
10;659;1.00676213524123000000;0.0008876763379246820;0.027360341482830700;0.00002412399799484760;59.806597667713900;;;
10;665;1.00914466026283000000;0.0008902233145607730;0.027639542715797400;0.00002438239659613600;60.998427938777700;;;
10;671;1.01147460536079000000;0.0008927565319461520;0.027917481037637500;0.00002464077043530280;62.201863635971000;;;
10;677;1.01375328168305000000;0.0008952755233829720;0.028194161967515300;0.00002489909879246470;63.416850283239800;;;
10;683;1.01598196399888000000;0.0008977797606432320;0.028469591861768700;0.00002515735935573890;64.643327442040600;;;
260;340;0.78155652384677000000;0.0007885915112960390;0.011320455295523000;0.00001142235356966450;0.508380089821149;;;
260;345;0.78700537301332300000;0.0007888294657794120;0.011574246189529100;0.00001160107256133190;0.526456759316986;;;
260;350;0.79241676750629600000;0.0007891652224544830;0.011829123348784000;0.00001178058458853910;0.544799550785499;;;
260;355;0.79778357340701600000;0.0007895914796037300;0.012085000088252900;0.00001196090445926810;0.563413429664442;;;
260;360;0.80310187515957900000;0.0007901043550091480;0.012341792770253700;0.00001214205136111810;0.582303334003107;;;
260;365;0.80836690351324700000;0.0007907343393544060;0.012599420624056500;0.00001232459480974820;0.601500878297771;;;
260;370;0.81357602342069000000;0.0007915224286443030;0.012857805597560000;0.00001250926922701910;0.621047568662512;;;
260;375;0.81872633994820100000;0.0007923758281022110;0.013116872234016800;0.00001269470883176610;0.640881141422732;;;
260;380;0.82381503288819500000;0.0007932918323751760;0.013376547568388700;0.00001288093262170530;0.661005650225651;;;
260;385;0.82884106053594300000;0.0007942689904864430;0.013636761039126800;0.00001306795348320270;0.681424755662095;;;
260;390;0.83380188724439000000;0.0007953039726682990;0.013897444412085500;0.00001325577804506560;0.702141708381477;;;
260;395;0.83869745622143900000;0.0007963960821990320;0.014158531713987500;0.00001344441801160450;0.723159946916637;;;
260;400;0.84352613126059600000;0.0007975426966478610;0.014419959173399900;0.00001363387890250490;0.744482515662616;;;
260;405;0.84828744953137000000;0.0007987420986899560;0.014681665167604800;0.00001382416308848410;0.766112218221524;;;
260;410;0.85298107109945300000;0.0007999927161143620;0.014943590174081900;0.00001401527384008010;0.788051841367515;;;
260;415;0.85760588112029900000;0.0008012921181785230;0.015205676725582200;0.00001420721240374810;0.810303999869355;;;
260;420;0.86216212343891200000;0.0008026388059065440;0.015467869367979800;0.00001439997404422440;0.832870906359890;;;
260;425;0.86665043326883900000;0.0008040319110178240;0.015730114620258000;0.00001459355887119500;0.855754988344933;;;
260;430;0.87106948040146800000;0.0008054681488170800;0.015992360936114900;0.00001478795624028770;0.878957985880946;;;
260;435;0.87542084358906600000;0.0008069474225234890;0.016254558666785400;0.00001498316417352340;0.902482083273018;;;
260;440;0.87970364637246800000;0.0008084669222293910;0.016516660024758900;0.00001517917238468770;0.926328911982320;;;
260;445;0.88391815858711500000;0.0008100249007093670;0.016778619048146700;0.00001537597015796100;0.950500008536846;;;
260;450;0.88725465062212100000;0.0008108794252199560;0.017040391556892700;0.00001557354802422000;0.974996977420375;;;
260;455;0.89136722926608900000;0.0008125417958806780;0.017301934864189300;0.00001577188925638880;0.999822688403246;;;
260;460;0.89541146298246800000;0.0008142363349503680;0.017563208184124100;0.00001597098412631280;1.024979395798600;;;
260;465;0.89938858830799200000;0.0008159620756716800;0.017824172555305100;0.00001617081762480230;1.050468055624600;;;
